2640 5152605 16.44
2650 5173672 16.41
2660 5194810 16.45
2670 5214922 16.39
2680 5234905 16.62
2690 5256165 16.59
2700 5278210 16.51
2710 5299619 16.37
2720 5319650 16.41
2730 5340137 16.72
2740 5359866 16.8
2750 5381609 16.89
2760 5402646 16.85
2770 5424279 16.72
2780 5444613 16.56
2790 5464002 16.73
2800 5486356 16.46
2810 5505748 16.55
2820 5526339 16.49
2830 5546387 16.45
2840 5568330 16.18
2850 5587643 16.28
2860 5607417 16.4
2870 5627174 16.51
2880 5647494 16.57
2890 5667282 16.6
2900 5687938 16.79
2910 5709482 16.69
2920 5728875 16.82
2930 5749783 16.8
2940 5770518 17.06
2950 5791155 16.96
2960 5813262 16.73
2970 5833761 16.67
2980 5853177 16.73
2990 5872910 16.65
3000 5893033 16.74
3010 5913469 16.71
